author,category,language,editor,edition,totalPages,damagedPages,age,price
Donna Ross,Science,French,Pearson,2th,331,14,8,31.77
Lisa Taylor,Fantasy,French,Pearson,9th,108,5,2,17.3
Mr. Joel Mcdonald,Technology,Spanish,Pearson,10th,331,20,9,64.31
Kathy Rivera DVM,History,English,Macmillan,5th,219,16,8,86.83
Hannah West,Fiction,Italian,Oxford,10th,969,25,6,78.09
Melanie Lane,Fiction,Italian,Springer,4th,996,14,10,19.51
Elizabeth Martinez,Science,Italian,Oxford,4th,92,8,7,61.37
Stephanie Mclean,Fiction,Spanish,Macmillan,2th,301,25,3,18.7
Catherine Lyons,History,English,Oxford,8th,392,29,4,9.26
Teresa Benjamin,Fantasy,English,Macmillan,9th,316,13,4,34.98
Bernard Collier,Fantasy,French,Oxford,9th,291,25,9,79.94
Valerie Johnson,History,French,HarperCollins,7th,565,32,3,46.27
Heidi Brown,Non-Fiction,French,Springer,3th,792,24,10,7.72
Tracy Lewis,Technology,French,HarperCollins,6th,496,36,7,88.88
Brent Coleman,History,Spanish,Springer,7th,505,32,0,6.18
Ariel Bullock,Biography,German,Cambridge,8th,984,29,0,21.07
Adam Velasquez,Fiction,Italian,Macmillan,5th,243,23,4,57.76
Christopher Perez,Biography,German,Penguin,9th,568,32,10,54.23
Brittany Gonzalez,Science,German,Springer,4th,805,20,0,21.28
Steven Washington,Fiction,French,Macmillan,8th,306,8,9,7.6
Ryan Lowe,Fiction,French,Cambridge,10th,301,30,1,67.77
Anthony Jacobs,Non-Fiction,German,Cambridge,1th,200,14,10,66.78
Megan Horne,History,German,HarperCollins,4th,608,36,1,101.18
Kristen Dominguez,Science,English,Pearson,9th,451,20,6,151.53
Nichole Lewis,Non-Fiction,Italian,Cambridge,1th,340,8,1,24.03
Carol Matthews,Biography,French,Macmillan,8th,776,59,2,0.5
Sarah Cantu,Biography,Italian,Pearson,5th,663,27,3,54.39
Larry Davis,Fiction,English,Macmillan,4th,691,34,10,81.67
Joyce Waller,Fantasy,German,Simon & Schuster,9th,800,37,2,29.36
Brian Lee,Fiction,Italian,Pearson,5th,261,14,4,41.11
Anna Garcia,Biography,French,Macmillan,5th,262,0,5,34.36
Christopher Fowler,Fiction,Spanish,Simon & Schuster,5th,662,45,4,37.05
Michelle Hart,Philosophy,English,HarperCollins,4th,359,19,5,25.27
William Davis,Technology,Spanish,HarperCollins,5th,61,3,8,0.88
Lisa Smith,Fiction,German,HarperCollins,8th,474,23,3,68.72
Crystal Williams,Biography,Spanish,Cambridge,10th,157,7,7,84.32
Kevin Johnson,History,English,Simon & Schuster,8th,621,57,9,12.37
Ryan Miller,History,Spanish,Springer,6th,488,46,8,30.53
Aaron Smith,Non-Fiction,German,Macmillan,3th,931,87,0,0.5
Mr. Marcus Garcia PhD,Biography,Italian,Simon & Schuster,1th,398,37,6,82.7
Shannon Christian,History,English,Oxford,5th,674,2,4,3.68
Anthony Gomez,Biography,German,Oxford,6th,732,41,3,9.85
James Clements,Philosophy,German,Cambridge,10th,752,23,5,71.42
Brian Murphy,Technology,German,Oxford,7th,537,18,8,36.76
Sean Osborn,Non-Fiction,Italian,Macmillan,8th,389,9,4,49.4
Justin Reyes,Non-Fiction,German,Simon & Schuster,9th,329,2,5,16.98
Mr. Timothy Fox DDS,Fiction,Spanish,Cambridge,10th,755,60,4,47.73
Angela Buckley,Philosophy,Italian,HarperCollins,5th,916,16,6,43.7
Kristin Ramirez,History,Italian,Simon & Schuster,3th,641,10,0,16.75
Kathryn Meyers,Non-Fiction,German,Penguin,1th,865,80,7,32.69
Lauren Hernandez,Philosophy,Italian,Cambridge,5th,877,20,10,43.46
Rodney Mason,Biography,Spanish,Pearson,6th,706,32,2,38.35
Michael Donaldson,Philosophy,Spanish,Penguin,7th,957,60,5,82.96
Scott Coleman,Biography,Spanish,Macmillan,1th,567,30,7,30.19
Lori Sanchez,Biography,French,Springer,3th,339,5,10,18.81
Amanda Norton,Technology,German,Cambridge,5th,387,38,8,102.49
Jake Santiago,Science,Spanish,Penguin,1th,916,71,4,61.23
Jonathan Taylor,Non-Fiction,Spanish,Simon & Schuster,4th,291,22,10,7.9
Suzanne Arnold,Philosophy,Italian,Macmillan,4th,249,12,6,0.5
Vicki May,Technology,Italian,Simon & Schuster,2th,272,24,4,31.9
Timothy Sanford MD,Non-Fiction,French,Simon & Schuster,7th,737,49,2,35.3
Anna Harris,Fiction,Spanish,Macmillan,5th,132,12,6,80.43
Dillon Mccarthy,Technology,Italian,Macmillan,9th,329,29,5,37.54
Eric Rodriguez,Non-Fiction,Italian,Springer,2th,527,33,8,58.77
Michelle Smith,Non-Fiction,English,Springer,8th,722,1,1,82.31
Brent Martinez,Non-Fiction,French,Macmillan,10th,72,5,6,23.28
Mr. Steven Jimenez III,Fantasy,Italian,Pearson,2th,773,59,3,46.5
Stephanie Stone,History,Spanish,Simon & Schuster,7th,704,8,4,90.12
Evan Gibson,Fantasy,Spanish,Pearson,5th,624,28,2,7.35
James Anderson,Fantasy,German,Macmillan,1th,993,19,6,63.92
Tyler Long,Biography,Spanish,Pearson,7th,127,5,7,68.82
Amanda Stafford,Biography,French,Cambridge,4th,559,39,7,74.8
Ashley Morgan,Philosophy,French,Simon & Schuster,6th,452,34,2,70.77
Sarah Sparks,Science,Spanish,Simon & Schuster,7th,144,6,8,71.83
Kelly House,Non-Fiction,English,Simon & Schuster,8th,994,2,5,44.16
Linda Clay,Fantasy,English,Simon & Schuster,4th,71,3,2,38.52
Jason Gomez,Fantasy,Italian,Penguin,1th,356,34,3,0.5
Justin Shields,Fantasy,English,Simon & Schuster,10th,817,79,9,30.6
Annette Thompson,Fantasy,Spanish,HarperCollins,2th,668,19,8,3.26
Tina Jackson,History,English,Oxford,1th,300,6,10,14.6
Michelle Arnold,Philosophy,Spanish,HarperCollins,8th,633,50,8,14.7
Ralph White,History,German,Simon & Schuster,8th,948,5,9,22.49
Amy Marshall,Fantasy,Spanish,Penguin,2th,681,35,1,41.67
Mark Castillo,History,German,Cambridge,4th,338,30,5,71.29
Jessica Vasquez,Technology,French,Springer,2th,464,30,0,52.5
Ebony Marsh,Fantasy,English,Cambridge,3th,95,6,5,83.08
Marcus Sanchez,Biography,French,Oxford,1th,899,69,5,65.76
Mrs. Hannah Garrett,Science,German,Cambridge,5th,68,4,6,7.86
Franklin Marquez,Science,Italian,Oxford,1th,560,56,9,61.04
Drew Combs,Non-Fiction,Italian,HarperCollins,1th,157,2,3,79.11
Scott Jackson,Biography,Italian,HarperCollins,7th,214,16,3,32.23
Craig Wilson,Philosophy,English,HarperCollins,6th,964,14,0,64.48
Barbara Thomas,Non-Fiction,English,Penguin,6th,586,14,10,85.12
Rebekah Hall,History,German,Oxford,8th,552,15,8,54.35
Brandy Alvarez,Technology,Spanish,Pearson,4th,608,54,2,39.99
Mr. Jeffrey Chang,Fantasy,German,HarperCollins,10th,737,56,8,36.09
Kimberly Valenzuela,Fantasy,English,Springer,2th,68,5,10,38.05
Stephanie Gray,Fantasy,Spanish,Macmillan,5th,363,1,1,69.18
Dale Larson,Technology,English,Oxford,9th,80,1,4,68.64
Melissa Gordon,Fiction,German,HarperCollins,10th,920,9,6,0.5
Hannah Jennings,Fantasy,Italian,Macmillan,8th,599,27,0,45.71
Janet Steele,History,German,Cambridge,9th,86,2,8,49.67
Jonathan York,Fantasy,German,Simon & Schuster,9th,277,10,5,25.48
Ebony Jones,Fiction,French,Simon & Schuster,2th,293,13,0,70.88
Lori Campbell,Philosophy,Italian,Springer,10th,420,26,9,57.21
Bradley Finley,History,English,Pearson,2th,387,9,6,1.07
Timothy Davis,Biography,Spanish,Pearson,5th,134,8,4,62.71
Courtney Jimenez,History,French,Springer,1th,372,24,5,163.46
Vincent Thomas,Technology,English,Springer,4th,726,49,3,49.03
Harold Nash,History,German,Cambridge,9th,598,42,10,48.15
Jessica Gibson,History,Spanish,Cambridge,1th,852,70,2,36.65
Mary Dixon,Fiction,Spanish,HarperCollins,6th,764,10,4,63.16
Amanda Sexton,Non-Fiction,English,Oxford,1th,99,3,10,63.7
Dr. Lisa Clayton,Fiction,Spanish,Cambridge,9th,677,54,0,6.06
Keith Davis,History,French,Simon & Schuster,7th,187,16,10,17.82
Jordan Freeman,Fantasy,English,Pearson,5th,345,29,3,19.83
Dawn Zuniga,Science,Spanish,Oxford,9th,633,12,1,69.22
Jessica Williams,Philosophy,German,Penguin,10th,872,75,5,39.25
Luis Acevedo,Biography,Spanish,Pearson,1th,723,4,10,31.87
Courtney Wells,Science,French,Pearson,4th,640,52,7,34.5
Ethan Chan,Fiction,German,Simon & Schuster,1th,657,39,4,74.6
Elizabeth Gonzalez,Technology,English,Penguin,8th,554,34,1,60.1
Jeffrey Hardy,Science,German,Macmillan,10th,956,55,8,29.64
James Wallace,Philosophy,German,Cambridge,5th,379,14,8,78.99
William Smith,Fantasy,French,Pearson,6th,796,53,9,62.68
Wayne Wagner,Science,German,Pearson,6th,615,57,10,26.81
Amber Porter,Fiction,French,Oxford,7th,921,63,3,75.4
Brandi Kemp,Biography,French,Pearson,10th,478,3,10,21.72
Dale Bush MD,Technology,Italian,Macmillan,2th,238,9,6,74.39
Sara Nolan,Fiction,German,Oxford,10th,798,33,8,59.71
Victor Johnson,Fiction,German,Simon & Schuster,2th,914,37,0,19.46
Tina Smith,History,German,HarperCollins,6th,764,24,9,73.04
Joy Osborn,Non-Fiction,German,Springer,6th,528,25,0,13.82
Sarah Schroeder,Philosophy,English,HarperCollins,7th,510,14,7,85.9
Steven Mathews,Technology,English,Simon & Schuster,7th,409,34,6,10.35
Yvonne Kerr,Technology,English,Macmillan,9th,763,37,10,82.47
Michelle Anderson,Fantasy,Spanish,Pearson,2th,592,58,5,34.7
Kenneth Jones,Biography,German,Penguin,5th,680,41,3,2.55
Craig Brown,Fantasy,Italian,Pearson,5th,765,76,1,61.2
Mary Watkins,Fantasy,Italian,Macmillan,7th,446,2,6,58.99
Mark Brown,History,German,Simon & Schuster,4th,214,4,7,23.12
William Thornton,Non-Fiction,French,Penguin,4th,174,12,8,14.83
David Meyer,Technology,French,HarperCollins,8th,497,6,1,25.43
Kristin Duran,Fiction,French,Pearson,7th,886,64,9,76.65
Karen Hudson,Philosophy,French,Cambridge,8th,781,52,5,152.43
Shelby Boyd,Philosophy,Italian,Springer,8th,499,34,7,42.0
Angela Jenkins,Biography,English,Macmillan,3th,826,66,5,29.97
Robert Anderson,Biography,Spanish,Cambridge,5th,131,8,0,70.63
Matthew Dickson,Biography,English,Pearson,2th,995,85,9,74.81
Julie Ortega,Philosophy,Italian,Pearson,3th,777,44,9,8.41
Bruce Wheeler,Fiction,English,Oxford,5th,763,35,6,0.5
Scott Baker,Technology,English,Oxford,10th,723,8,4,10.76
David Dixon,Biography,German,Penguin,5th,72,1,5,30.95
Kristi King,Non-Fiction,Spanish,Oxford,1th,899,21,8,20.27
Nicole Reynolds,Technology,Spanish,Cambridge,9th,148,6,5,18.06
Daniel Young,Technology,English,Macmillan,8th,498,37,2,39.27
Dennis Kirby,Science,French,Oxford,7th,546,43,0,90.09
Arthur Clayton,Fiction,German,Cambridge,9th,133,11,0,23.22
Sara Perez,Fantasy,Spanish,Macmillan,1th,433,5,0,9.43
Kelly Brown,Fantasy,English,Springer,1th,1000,23,2,44.23
William Campbell,Technology,Italian,Pearson,1th,70,7,9,81.51
Wanda Griffin,Technology,Italian,HarperCollins,7th,462,0,8,73.17
Caitlin Petersen,Biography,French,Simon & Schuster,10th,330,26,10,41.4
Brianna Johnson,Philosophy,Spanish,Oxford,8th,907,60,10,41.06
James Perez,Technology,German,Simon & Schuster,8th,560,16,6,78.9
Justin Bowers,Fiction,French,Macmillan,7th,333,5,5,54.09
Felicia Glass,Fantasy,Spanish,Cambridge,8th,479,24,6,75.92
Troy Schultz,Science,Italian,Cambridge,2th,364,33,4,34.66
Ashley Frazier,Science,English,Simon & Schuster,2th,917,24,9,91.28
Joshua Hunt,Fantasy,German,Simon & Schuster,5th,634,21,2,0.5
Audrey Thomas,Philosophy,French,HarperCollins,3th,715,18,7,47.46
Joseph Kemp,Biography,English,Pearson,1th,768,64,1,20.4
Christine Rodriguez,History,Italian,Pearson,2th,574,3,7,66.89
Jamie Walter,Science,German,Macmillan,3th,936,11,4,22.23
Matthew Hernandez,Philosophy,German,Macmillan,6th,70,4,9,46.64
Erika Moss,Technology,German,Oxford,6th,616,24,0,24.52
Heather Hunter,History,German,HarperCollins,5th,780,14,3,2.99
Victoria Norris,Biography,French,Macmillan,9th,414,17,3,38.99
Terry Wilson,Technology,English,Simon & Schuster,6th,455,42,9,6.02
Monica Todd,Technology,Italian,Penguin,2th,909,38,3,65.78
Steven Young,Fantasy,French,Macmillan,4th,373,13,9,5.09
Laurie Cooper,Technology,English,Pearson,2th,298,25,10,90.23
Michelle Velez,History,Italian,Oxford,3th,457,41,10,87.89
Justin Patel,Fantasy,Spanish,Macmillan,8th,511,38,6,19.68
Eric Rangel,Technology,German,Pearson,5th,671,18,9,77.78
Janet White MD,Philosophy,Spanish,Penguin,5th,661,60,2,63.59
Vanessa Welch,Fiction,German,Macmillan,2th,636,36,4,80.31
Steven Hartman,Technology,German,Penguin,8th,359,21,10,75.94
Jeffrey Powell,Non-Fiction,English,Macmillan,3th,578,21,2,16.27
John Gonzalez,Biography,English,Macmillan,4th,304,7,9,52.89
Kimberly Parker,Technology,Spanish,HarperCollins,7th,542,13,7,6.39
Joe Martinez,History,Italian,Springer,9th,896,71,0,15.78
Kyle Trujillo,Non-Fiction,Italian,Penguin,3th,601,14,5,32.22
Monica Ross,Fantasy,French,HarperCollins,3th,154,3,10,92.85
Jenna Bautista,History,German,Cambridge,8th,372,0,8,46.99
Christie Robinson,Philosophy,German,Cambridge,3th,216,11,2,66.75
Thomas Hammond,Philosophy,Italian,Penguin,10th,361,27,0,71.06
Mr. David Robinson,Non-Fiction,French,Penguin,9th,447,29,3,6.04
Stacey Meyers,Biography,French,HarperCollins,6th,496,15,1,40.89
Cristina Rodriguez,Fiction,Italian,Oxford,1th,881,72,6,36.49
Edwin Quinn,Non-Fiction,English,Pearson,8th,59,3,2,1.86
Heather Flowers,History,Italian,Simon & Schuster,5th,706,47,5,32.1
Denise Gilmore,History,Italian,Macmillan,6th,95,9,5,89.86
Nicole Christensen,Non-Fiction,French,Penguin,8th,480,26,6,77.39
Brittany Davis,History,Spanish,HarperCollins,1th,254,17,7,77.49
Anthony Lindsey,Technology,French,Cambridge,10th,547,48,0,18.7
Desiree Lopez,Biography,Italian,Pearson,1th,961,59,2,50.84
Mary Scott,Technology,English,Macmillan,2th,449,9,10,51.83
Lisa Deleon,Technology,Spanish,HarperCollins,3th,76,1,9,75.89
Mr. Ryan Jackson MD,Philosophy,French,Penguin,3th,236,19,0,12.27
Katie Lloyd,Biography,German,Simon & Schuster,7th,858,14,1,85.15
Jordan Craig,Fantasy,German,Macmillan,5th,128,0,3,74.01
Seth Bowers,Non-Fiction,Spanish,Macmillan,1th,424,22,4,45.2
Cheryl Richardson,Biography,German,Cambridge,8th,67,4,9,95.99
Patrick Gonzalez,Philosophy,Spanish,HarperCollins,5th,393,7,5,96.92
Carl Smith,Technology,German,Oxford,8th,502,9,4,30.78
Valerie Bailey,Science,French,Macmillan,10th,599,49,3,2.49
Charles Castillo,Philosophy,Spanish,Pearson,5th,818,31,5,65.12
James Smith,Fantasy,German,Cambridge,5th,860,41,3,33.39
Christopher Newman,Non-Fiction,Spanish,Pearson,3th,278,23,9,30.2
Mary Nelson,History,German,Pearson,5th,742,45,7,20.74
Jimmy Reyes,Science,French,Penguin,6th,230,15,3,0.5
Ashley Taylor,History,French,Macmillan,6th,866,22,7,87.12
Paul Jensen,Technology,Italian,HarperCollins,7th,763,15,2,32.7
Christine Martinez,History,French,Macmillan,7th,304,29,6,0.5
Shannon Cuevas,Fiction,German,Oxford,6th,597,51,5,136.37
Thomas Johnson,Biography,English,Springer,1th,736,31,1,27.94
Janet Summers,Science,Italian,HarperCollins,7th,110,10,10,22.01
Andre Brown,Fantasy,English,Macmillan,8th,965,91,7,23.77
Mariah Johnson,History,German,Penguin,7th,707,10,6,6.4
Jeffrey Thompson,Fiction,English,Simon & Schuster,10th,338,15,0,79.98
James Parker,Philosophy,French,Oxford,3th,672,4,8,19.36
Noah Mcmahon,Non-Fiction,German,Simon & Schuster,4th,971,26,10,19.61
Eric Wade,History,Italian,HarperCollins,1th,210,19,2,20.51
Keith Delacruz,Science,French,Pearson,8th,132,1,10,94.38
Cynthia Stone,Biography,German,Oxford,2th,210,9,3,26.64
Jill Robinson,Biography,German,Macmillan,9th,520,9,8,93.97
Rebecca Robinson,Science,German,Simon & Schuster,9th,239,4,0,89.2
Nathan Fletcher,Non-Fiction,French,Cambridge,10th,907,22,4,108.28
Daniel Little,Fiction,Spanish,Cambridge,3th,652,64,5,63.72
Kathleen Young,Science,Spanish,Springer,1th,479,39,2,77.35
David Kelly,History,English,Penguin,5th,204,15,0,22.78
Deborah Chung,Fiction,French,Springer,2th,934,71,1,15.05
Damon Thomas,Technology,English,Oxford,1th,73,7,10,63.11
Bobby Vega,Technology,Spanish,Springer,8th,375,6,4,65.23
Bonnie Mcdonald,Fiction,English,Cambridge,4th,242,3,6,47.1
Wendy Williams,Non-Fiction,Spanish,Penguin,1th,660,23,10,51.31
Travis Miller,Fiction,Italian,Oxford,9th,68,4,10,45.58
Jennifer Harris,Technology,French,HarperCollins,8th,263,25,9,3.34
Amy Jones,Biography,French,Macmillan,8th,155,15,4,11.87
Larry Richard,Non-Fiction,French,Penguin,6th,306,28,9,53.89
Andrew Garrett,Technology,French,Pearson,3th,857,55,8,21.77
Travis Espinoza,Technology,Spanish,Oxford,5th,140,2,6,55.16
Charles Cox,Non-Fiction,Spanish,Penguin,4th,318,2,9,53.36
Tara Johnson,Fiction,Spanish,HarperCollins,3th,695,27,5,3.68
Julie Young,Non-Fiction,Italian,Oxford,9th,212,10,1,8.7
Tara Davila,Fiction,Spanish,Oxford,8th,404,19,9,74.42
Tammy Adams,Biography,Spanish,Pearson,7th,476,40,6,15.33
Leon Bishop,Non-Fiction,French,Cambridge,7th,513,18,7,20.84
Laura Reilly,Philosophy,German,Cambridge,9th,373,3,4,55.25
Brenda Davis,Fiction,German,Pearson,4th,792,45,1,13.64
Kevin Roberts,History,French,Cambridge,2th,94,0,8,75.82
Hannah Love,Technology,German,Pearson,5th,470,47,2,7.53
Dawn Scott,Philosophy,German,Cambridge,9th,139,0,9,40.1
Sabrina Nelson,Fiction,English,Springer,7th,162,14,0,33.46
Sydney Mercado,Technology,Spanish,Oxford,7th,832,27,5,27.27
Dr. David Hutchinson,Philosophy,Spanish,Penguin,5th,675,8,0,74.74
Stacey White,History,English,Penguin,3th,116,4,9,36.71
Jose Chen,Science,English,Simon & Schuster,4th,242,10,8,71.41
Timothy Dalton,Science,French,Springer,2th,762,71,8,58.46
Tyler Monroe,Non-Fiction,English,Macmillan,1th,249,15,5,61.31
Jennifer Lewis,Technology,French,Penguin,7th,608,27,7,69.63
William Ray,Fantasy,Spanish,Simon & Schuster,5th,329,22,3,39.81
Stephanie Nguyen,Biography,French,HarperCollins,6th,607,59,6,29.93
Gwendolyn Randall,Science,English,Cambridge,1th,597,6,5,68.31
Abigail Wright,Philosophy,English,Macmillan,1th,366,26,0,0.5
John Robertson,Fantasy,English,Springer,4th,472,29,0,90.63
Martin Stevens,Technology,Spanish,Springer,6th,577,7,3,35.77
Tony Hernandez,Fiction,Italian,Cambridge,9th,591,37,8,22.65
Troy Smith,Biography,French,HarperCollins,4th,976,56,5,85.9
Mark Richardson,History,Spanish,Oxford,6th,601,16,0,96.16
Kristopher Smith,History,English,Cambridge,3th,927,46,4,83.31
William Allen,Technology,Spanish,Springer,2th,828,14,1,6.06
Russell Marshall,History,German,Macmillan,6th,573,20,3,58.77
Matthew Davis,Technology,English,Cambridge,6th,677,30,5,91.39
Nancy Ortiz,Non-Fiction,English,Penguin,5th,597,0,6,80.02
Haley Copeland,Fiction,English,Springer,3th,656,40,6,84.6
Ray Weaver,Biography,Italian,HarperCollins,7th,801,23,4,72.95
Christine Walker,Biography,French,Oxford,5th,91,0,8,91.71
Tracy Silva,Science,Italian,Pearson,6th,232,14,2,96.04
Robert Clayton,Science,English,HarperCollins,10th,490,25,3,86.84
Joseph Evans,Fantasy,Italian,Springer,10th,66,5,4,92.36
Stacy Wilson,Science,French,Oxford,3th,364,1,3,7.9
Andrew Santos,Non-Fiction,French,Cambridge,7th,840,65,2,59.45
Jessica Carpenter,Technology,Spanish,Macmillan,3th,55,4,3,95.63
Jonathan Lewis,Biography,French,Springer,6th,858,36,6,20.05
Danielle Sanchez,Philosophy,Italian,Pearson,1th,669,21,5,27.78
Michael Williams,History,Spanish,Simon & Schuster,8th,948,34,2,6.86
Ellen Jones,Fantasy,Spanish,HarperCollins,10th,849,80,2,42.48
Laurie Ross,Fiction,English,Cambridge,5th,153,10,8,52.42
James Patel,Non-Fiction,French,Cambridge,4th,348,18,9,60.35
Victoria Elliott,Philosophy,Spanish,Cambridge,2th,884,0,10,74.8
Thomas Carr,Philosophy,English,HarperCollins,2th,464,17,2,170.67
Christopher Sullivan,Science,English,Springer,1th,122,2,10,88.34
Dale Nguyen,Philosophy,Spanish,Springer,9th,311,28,10,90.99
Vanessa Bean,Biography,Spanish,Pearson,10th,157,10,9,168.47
Vincent Alexander,Science,Italian,Pearson,7th,837,43,9,8.99
Christina Bowers,Technology,German,Springer,4th,199,0,7,153.86
Jaime Weaver,Biography,German,Springer,1th,787,5,9,74.58
Whitney Lin,Technology,German,Simon & Schuster,5th,297,25,1,31.7
Elizabeth Stevens,History,French,Cambridge,9th,709,39,8,22.95
Shelley Moore,Fantasy,Italian,Penguin,6th,248,21,6,65.05
Cynthia Brown,History,Spanish,HarperCollins,8th,337,2,7,23.95
Robert Larson,History,Spanish,Pearson,4th,921,4,8,121.84
Nancy Holmes,Technology,German,Oxford,7th,330,9,10,81.62
Jordan Jones,Science,Spanish,Oxford,4th,701,16,7,62.33
Anna Anderson,Non-Fiction,German,HarperCollins,1th,557,38,7,5.11
Spencer Daniels,Non-Fiction,English,Oxford,7th,815,29,1,66.46
Sheila Friedman,Technology,German,Macmillan,7th,703,14,2,96.19
Ann Thornton,Philosophy,German,Oxford,2th,321,31,10,89.49
Brandon Lester,Fantasy,German,Oxford,10th,260,11,8,72.12
Stephen Wong,Non-Fiction,Italian,HarperCollins,6th,159,8,10,38.89
Scott Reyes,Fiction,French,Springer,4th,338,8,2,75.77
Misty Bartlett,Fantasy,Spanish,Oxford,5th,581,55,8,52.95
Matthew Mcclain,Biography,Spanish,Cambridge,10th,467,20,3,86.48
Cheyenne Hatfield,Non-Fiction,English,Macmillan,9th,530,33,10,0.5
Victoria Perry,Science,French,Springer,7th,662,58,9,34.46
Jennifer Costa,Fantasy,English,Oxford,1th,737,40,1,43.05
Katherine Howard,Non-Fiction,Spanish,Simon & Schuster,8th,878,7,0,5.68
Cody Nelson,Technology,Italian,Oxford,8th,225,8,0,46.91
Kyle Gonzalez,Fiction,English,Penguin,6th,287,22,4,45.35
Dr. Connie Pennington,Technology,French,Simon & Schuster,2th,418,5,6,78.91
Nicole Lopez,Non-Fiction,German,HarperCollins,1th,980,49,2,49.35
Aaron Hoffman,Technology,French,Pearson,3th,582,36,6,14.92
April Hartman,Fantasy,German,Oxford,6th,986,16,10,51.56
Carl Moss,Fantasy,English,Oxford,8th,664,6,1,80.2
Curtis Martinez,Non-Fiction,German,Oxford,3th,99,6,10,121.86
Ashley Powers,History,English,HarperCollins,4th,497,37,9,10.27
John Hill,History,French,Simon & Schuster,6th,485,38,5,21.47
Amber Cline,Science,Italian,Penguin,6th,553,37,0,75.33
Steven Jackson,Fantasy,Italian,Oxford,9th,671,21,7,24.13
Carl Pugh,Non-Fiction,Spanish,Cambridge,10th,161,5,8,56.47
Curtis Graves,Non-Fiction,German,Simon & Schuster,8th,965,57,10,37.72
William Jones,Non-Fiction,English,Oxford,10th,647,62,4,60.25
Jessica Fitzpatrick,Biography,Spanish,Penguin,6th,673,19,2,56.1
Lori Duncan,Technology,French,Springer,8th,202,8,3,17.56
Tara Shaw,Philosophy,German,Oxford,10th,601,6,9,138.8
Susan Potter,Fantasy,Italian,Simon & Schuster,10th,432,4,7,36.48
Timothy Dominguez,Technology,English,Macmillan,10th,77,4,1,149.66
